siteid,sitename,siteengname,damname,county,township,twd97lon,twd97lat,twd97tm2x,twd97tm2y,sampledate,samplelayer,sampledepth,itemname,itemengname,itemengabbreviation,itemvalue,itemunit
2210,湖山水庫,,湖山水庫,雲林縣,莿桐鄉,120.6255556,23.6840833,211810.82,2620087.10,"2020-07-07 10:28:00",表水,0.5m,葉綠素a,Chlorophyl-A,Chl-A,6.1,μg/L
2210,湖山水庫,,湖山水庫,雲林縣,莿桐鄉,120.6255556,23.6840833,211810.82,2620087.10,"2020-07-07 10:28:00",表水,0.5m,總磷,Total-Phosphate,TP,0.017,mg/L
2210,湖山水庫,,湖山水庫,雲林縣,莿桐鄉,120.6255556,23.6840833,211810.82,2620087.10,"2020-07-07 10:28:00",表水,0.5m,溶氧飽和度,"Dissolved Oxygen Saturation",DOS,118.8,%
2210,湖山水庫,,湖山水庫,雲林縣,莿桐鄉,120.6255556,23.6840833,211810.82,2620087.10,"2020-07-07 10:28:00",表水,0.5m,氨氮,NH3-N,NH3-N,0.10,mg/L
2210,湖山水庫,,湖山水庫,雲林縣,莿桐鄉,120.6255556,23.6840833,211810.82,2620087.10,"2020-07-07 10:28:00",表水,0.5m,總有機碳,"Total Organic Carbon",TOC,1.62,mg/L
2210,湖山水庫,,湖山水庫,雲林縣,莿桐鄉,120.6255556,23.6840833,211810.82,2620087.10,"2020-07-07 10:28:00",表水,0.5m,化學需氧量,"Chemical Oxygen Demand",COD,7.0,mg/L
2210,湖山水庫,,湖山水庫,雲林縣,莿桐鄉,120.6255556,23.6840833,211810.82,2620087.10,"2020-07-07 10:28:00",表水,0.5m,溶氧(電極法),"Dissolved Oxygen",DO,8.7,mg/L
2210,湖山水庫,,湖山水庫,雲林縣,莿桐鄉,120.6255556,23.6840833,211810.82,2620087.10,"2020-07-07 10:28:00",表水,0.5m,懸浮固體,"Suspended Solid",SS,4.6,mg/L
2210,湖山水庫,,湖山水庫,雲林縣,莿桐鄉,120.6255556,23.6840833,211810.82,2620087.10,"2020-07-07 10:28:00",表水,0.5m,氣溫,Temperature,TMP,33.4,℃
2210,湖山水庫,,湖山水庫,雲林縣,莿桐鄉,120.6255556,23.6840833,211810.82,2620087.10,"2020-07-07 10:28:00",表水,0.5m,採樣深度,"Sampling Depth",SDP,0.5,m
2210,湖山水庫,,湖山水庫,雲林縣,莿桐鄉,120.6255556,23.6840833,211810.82,2620087.10,"2020-07-07 10:28:00",表水,0.5m,導電度,Conductivity,EC,386,μmho/cm25℃
2210,湖山水庫,,湖山水庫,雲林縣,莿桐鄉,120.6255556,23.6840833,211810.82,2620087.10,"2020-07-07 10:28:00",表水,0.5m,濁度,Turbidity,TB,4.2,NTU
2210,湖山水庫,,湖山水庫,雲林縣,莿桐鄉,120.6255556,23.6840833,211810.82,2620087.10,"2020-07-07 10:28:00",表水,0.5m,酸鹼值,pH,pH,8.66,
2210,湖山水庫,,湖山水庫,雲林縣,莿桐鄉,120.6255556,23.6840833,211810.82,2620087.10,"2020-07-07 10:28:00",表水,0.5m,透明度,Transparency,SD,1.8,m
2210,湖山水庫,,湖山水庫,雲林縣,莿桐鄉,120.6255556,23.6840833,211810.82,2620087.10,"2020-07-07 10:28:00",表水,0.5m,水溫,"Water Temperature",WT,30.5,℃
2210,湖山水庫,,湖山水庫,雲林縣,莿桐鄉,120.6255556,23.6840833,211810.82,2620087.10,"2020-07-07 10:28:00",表水,0.5m,卡爾森指數,"Carlson Trophic State Index",CTSI,48.29,
