siteid,sitename,siteengname,damname,county,township,twd97lon,twd97lat,twd97tm2x,twd97tm2y,sampledate,samplelayer,sampledepth,itemname,itemengname,itemengabbreviation,itemvalue,itemunit
2153,永和山水庫一,"Yung-Ho-Shan Reservoir I",永和山水庫,苗栗縣,三灣鄉,120.9235040,24.6599080,242257.38,2728111.39,20190610,中水,12.9m,氨氮,NH3-N,NH3-N,0.02,mg/L
2153,永和山水庫一,"Yung-Ho-Shan Reservoir I",永和山水庫,苗栗縣,三灣鄉,120.9235040,24.6599080,242257.38,2728111.39,20190610,中水,12.9m,總有機碳,"Total Organic Carbon",TOC,1.01,mg/L
2153,永和山水庫一,"Yung-Ho-Shan Reservoir I",永和山水庫,苗栗縣,三灣鄉,120.9235040,24.6599080,242257.38,2728111.39,20190610,中水,12.9m,化學需氧量,"Chemical Oxygen Demand",COD,5.0,mg/L
2153,永和山水庫一,"Yung-Ho-Shan Reservoir I",永和山水庫,苗栗縣,三灣鄉,120.9235040,24.6599080,242257.38,2728111.39,20190610,中水,12.9m,溶氧(電極法),"Dissolved Oxygen",DO,5.7,mg/L
2153,永和山水庫一,"Yung-Ho-Shan Reservoir I",永和山水庫,苗栗縣,三灣鄉,120.9235040,24.6599080,242257.38,2728111.39,20190610,中水,12.9m,懸浮固體,"Suspended Solid",SS,1.7,mg/L
2153,永和山水庫一,"Yung-Ho-Shan Reservoir I",永和山水庫,苗栗縣,三灣鄉,120.9235040,24.6599080,242257.38,2728111.39,20190610,中水,12.9m,氣溫,Temperature,TMP,24.9,℃
2153,永和山水庫一,"Yung-Ho-Shan Reservoir I",永和山水庫,苗栗縣,三灣鄉,120.9235040,24.6599080,242257.38,2728111.39,20190610,中水,12.9m,採樣深度,"Sampling Depth",SDP,12.9,m
2153,永和山水庫一,"Yung-Ho-Shan Reservoir I",永和山水庫,苗栗縣,三灣鄉,120.9235040,24.6599080,242257.38,2728111.39,20190610,中水,12.9m,導電度,Conductivity,EC,227,μmho/cm25℃
2153,永和山水庫一,"Yung-Ho-Shan Reservoir I",永和山水庫,苗栗縣,三灣鄉,120.9235040,24.6599080,242257.38,2728111.39,20190610,中水,12.9m,濁度,Turbidity,TB,1.7,NTU
2153,永和山水庫一,"Yung-Ho-Shan Reservoir I",永和山水庫,苗栗縣,三灣鄉,120.9235040,24.6599080,242257.38,2728111.39,20190610,中水,12.9m,酸鹼值,pH,pH,8.24,
2153,永和山水庫一,"Yung-Ho-Shan Reservoir I",永和山水庫,苗栗縣,三灣鄉,120.9235040,24.6599080,242257.38,2728111.39,20190610,中水,12.9m,透明度,Transparency,SD,-,m
2153,永和山水庫一,"Yung-Ho-Shan Reservoir I",永和山水庫,苗栗縣,三灣鄉,120.9235040,24.6599080,242257.38,2728111.39,20190610,中水,12.9m,水溫,"Water Temperature",WT,25.1,℃
2153,永和山水庫一,"Yung-Ho-Shan Reservoir I",永和山水庫,苗栗縣,三灣鄉,120.9235040,24.6599080,242257.38,2728111.39,20190610,表水,0.5m,葉綠素a,Chlorophyl-A,Chl-A,7.6,μg/L
2153,永和山水庫一,"Yung-Ho-Shan Reservoir I",永和山水庫,苗栗縣,三灣鄉,120.9235040,24.6599080,242257.38,2728111.39,20190610,表水,0.5m,總磷,Total-Phosphate,TP,0.010,mg/L
2153,永和山水庫一,"Yung-Ho-Shan Reservoir I",永和山水庫,苗栗縣,三灣鄉,120.9235040,24.6599080,242257.38,2728111.39,20190610,表水,0.5m,溶氧飽和度,"Dissolved Oxygen Saturation",DOS,117.2,%
2153,永和山水庫一,"Yung-Ho-Shan Reservoir I",永和山水庫,苗栗縣,三灣鄉,120.9235040,24.6599080,242257.38,2728111.39,20190610,表水,0.5m,氨氮,NH3-N,NH3-N,0.03,mg/L
2153,永和山水庫一,"Yung-Ho-Shan Reservoir I",永和山水庫,苗栗縣,三灣鄉,120.9235040,24.6599080,242257.38,2728111.39,20190610,表水,0.5m,總有機碳,"Total Organic Carbon",TOC,1.31,mg/L
2153,永和山水庫一,"Yung-Ho-Shan Reservoir I",永和山水庫,苗栗縣,三灣鄉,120.9235040,24.6599080,242257.38,2728111.39,20190610,表水,0.5m,化學需氧量,"Chemical Oxygen Demand",COD,<4.0,mg/L
2153,永和山水庫一,"Yung-Ho-Shan Reservoir I",永和山水庫,苗栗縣,三灣鄉,120.9235040,24.6599080,242257.38,2728111.39,20190610,表水,0.5m,溶氧(電極法),"Dissolved Oxygen",DO,8.9,mg/L
2153,永和山水庫一,"Yung-Ho-Shan Reservoir I",永和山水庫,苗栗縣,三灣鄉,120.9235040,24.6599080,242257.38,2728111.39,20190610,表水,0.5m,懸浮固體,"Suspended Solid",SS,2.6,mg/L
2153,永和山水庫一,"Yung-Ho-Shan Reservoir I",永和山水庫,苗栗縣,三灣鄉,120.9235040,24.6599080,242257.38,2728111.39,20190610,表水,0.5m,氣溫,Temperature,TMP,24.9,℃
2153,永和山水庫一,"Yung-Ho-Shan Reservoir I",永和山水庫,苗栗縣,三灣鄉,120.9235040,24.6599080,242257.38,2728111.39,20190610,表水,0.5m,採樣深度,"Sampling Depth",SDP,0.5,m
2153,永和山水庫一,"Yung-Ho-Shan Reservoir I",永和山水庫,苗栗縣,三灣鄉,120.9235040,24.6599080,242257.38,2728111.39,20190610,表水,0.5m,導電度,Conductivity,EC,229,μmho/cm25℃
2153,永和山水庫一,"Yung-Ho-Shan Reservoir I",永和山水庫,苗栗縣,三灣鄉,120.9235040,24.6599080,242257.38,2728111.39,20190610,表水,0.5m,濁度,Turbidity,TB,2.8,NTU
2153,永和山水庫一,"Yung-Ho-Shan Reservoir I",永和山水庫,苗栗縣,三灣鄉,120.9235040,24.6599080,242257.38,2728111.39,20190610,表水,0.5m,酸鹼值,pH,pH,8.92,
2153,永和山水庫一,"Yung-Ho-Shan Reservoir I",永和山水庫,苗栗縣,三灣鄉,120.9235040,24.6599080,242257.38,2728111.39,20190610,表水,0.5m,透明度,Transparency,SD,3.2,m
2153,永和山水庫一,"Yung-Ho-Shan Reservoir I",永和山水庫,苗栗縣,三灣鄉,120.9235040,24.6599080,242257.38,2728111.39,20190610,表水,0.5m,水溫,"Water Temperature",WT,28.6,℃
2153,永和山水庫一,"Yung-Ho-Shan Reservoir I",永和山水庫,苗栗縣,三灣鄉,120.9235040,24.6599080,242257.38,2728111.39,20190610,表水,0.5m,卡爾森指數,"Carlson Trophic State Index",CTSI,43.70,
2104,寶山水庫四,"Pao-Shan Reservoir IV",寶山水庫,新竹縣,寶山鄉,121.0424370,24.7483520,254292.28,2737905.73,20190613,底水,18.5m,葉綠素a,Chlorophyl-A,Chl-A,1.1,μg/L
2104,寶山水庫四,"Pao-Shan Reservoir IV",寶山水庫,新竹縣,寶山鄉,121.0424370,24.7483520,254292.28,2737905.73,20190613,底水,18.5m,總磷,Total-Phosphate,TP,0.027,mg/L
2104,寶山水庫四,"Pao-Shan Reservoir IV",寶山水庫,新竹縣,寶山鄉,121.0424370,24.7483520,254292.28,2737905.73,20190613,底水,18.5m,溶氧飽和度,"Dissolved Oxygen Saturation",DOS,9.6,%
2104,寶山水庫四,"Pao-Shan Reservoir IV",寶山水庫,新竹縣,寶山鄉,121.0424370,24.7483520,254292.28,2737905.73,20190613,底水,18.5m,氨氮,NH3-N,NH3-N,0.02,mg/L
2104,寶山水庫四,"Pao-Shan Reservoir IV",寶山水庫,新竹縣,寶山鄉,121.0424370,24.7483520,254292.28,2737905.73,20190613,底水,18.5m,總有機碳,"Total Organic Carbon",TOC,1.15,mg/L
2104,寶山水庫四,"Pao-Shan Reservoir IV",寶山水庫,新竹縣,寶山鄉,121.0424370,24.7483520,254292.28,2737905.73,20190613,底水,18.5m,化學需氧量,"Chemical Oxygen Demand",COD,7.2,mg/L
2104,寶山水庫四,"Pao-Shan Reservoir IV",寶山水庫,新竹縣,寶山鄉,121.0424370,24.7483520,254292.28,2737905.73,20190613,底水,18.5m,溶氧(電極法),"Dissolved Oxygen",DO,0.8,mg/L
2104,寶山水庫四,"Pao-Shan Reservoir IV",寶山水庫,新竹縣,寶山鄉,121.0424370,24.7483520,254292.28,2737905.73,20190613,底水,18.5m,懸浮固體,"Suspended Solid",SS,3.8,mg/L
2104,寶山水庫四,"Pao-Shan Reservoir IV",寶山水庫,新竹縣,寶山鄉,121.0424370,24.7483520,254292.28,2737905.73,20190613,底水,18.5m,氣溫,Temperature,TMP,26.7,℃
2104,寶山水庫四,"Pao-Shan Reservoir IV",寶山水庫,新竹縣,寶山鄉,121.0424370,24.7483520,254292.28,2737905.73,20190613,底水,18.5m,採樣深度,"Sampling Depth",SDP,18.5,m
2104,寶山水庫四,"Pao-Shan Reservoir IV",寶山水庫,新竹縣,寶山鄉,121.0424370,24.7483520,254292.28,2737905.73,20190613,底水,18.5m,導電度,Conductivity,EC,290,μmho/cm25℃
2104,寶山水庫四,"Pao-Shan Reservoir IV",寶山水庫,新竹縣,寶山鄉,121.0424370,24.7483520,254292.28,2737905.73,20190613,底水,18.5m,濁度,Turbidity,TB,3.0,NTU
2104,寶山水庫四,"Pao-Shan Reservoir IV",寶山水庫,新竹縣,寶山鄉,121.0424370,24.7483520,254292.28,2737905.73,20190613,底水,18.5m,酸鹼值,pH,pH,7.45,
2104,寶山水庫四,"Pao-Shan Reservoir IV",寶山水庫,新竹縣,寶山鄉,121.0424370,24.7483520,254292.28,2737905.73,20190613,底水,18.5m,透明度,Transparency,SD,-,m
2104,寶山水庫四,"Pao-Shan Reservoir IV",寶山水庫,新竹縣,寶山鄉,121.0424370,24.7483520,254292.28,2737905.73,20190613,底水,18.5m,水溫,"Water Temperature",WT,21.6,℃
2104,寶山水庫四,"Pao-Shan Reservoir IV",寶山水庫,新竹縣,寶山鄉,121.0424370,24.7483520,254292.28,2737905.73,20190613,中水,9.8m,葉綠素a,Chlorophyl-A,Chl-A,1.4,μg/L
2104,寶山水庫四,"Pao-Shan Reservoir IV",寶山水庫,新竹縣,寶山鄉,121.0424370,24.7483520,254292.28,2737905.73,20190613,中水,9.8m,總磷,Total-Phosphate,TP,0.037,mg/L
2104,寶山水庫四,"Pao-Shan Reservoir IV",寶山水庫,新竹縣,寶山鄉,121.0424370,24.7483520,254292.28,2737905.73,20190613,中水,9.8m,溶氧飽和度,"Dissolved Oxygen Saturation",DOS,65.9,%
2104,寶山水庫四,"Pao-Shan Reservoir IV",寶山水庫,新竹縣,寶山鄉,121.0424370,24.7483520,254292.28,2737905.73,20190613,中水,9.8m,氨氮,NH3-N,NH3-N,0.04,mg/L
2104,寶山水庫四,"Pao-Shan Reservoir IV",寶山水庫,新竹縣,寶山鄉,121.0424370,24.7483520,254292.28,2737905.73,20190613,中水,9.8m,總有機碳,"Total Organic Carbon",TOC,1.34,mg/L
2104,寶山水庫四,"Pao-Shan Reservoir IV",寶山水庫,新竹縣,寶山鄉,121.0424370,24.7483520,254292.28,2737905.73,20190613,中水,9.8m,化學需氧量,"Chemical Oxygen Demand",COD,4.1,mg/L
2104,寶山水庫四,"Pao-Shan Reservoir IV",寶山水庫,新竹縣,寶山鄉,121.0424370,24.7483520,254292.28,2737905.73,20190613,中水,9.8m,溶氧(電極法),"Dissolved Oxygen",DO,5.3,mg/L
2104,寶山水庫四,"Pao-Shan Reservoir IV",寶山水庫,新竹縣,寶山鄉,121.0424370,24.7483520,254292.28,2737905.73,20190613,中水,9.8m,懸浮固體,"Suspended Solid",SS,4.1,mg/L
2104,寶山水庫四,"Pao-Shan Reservoir IV",寶山水庫,新竹縣,寶山鄉,121.0424370,24.7483520,254292.28,2737905.73,20190613,中水,9.8m,氣溫,Temperature,TMP,26.7,℃
2104,寶山水庫四,"Pao-Shan Reservoir IV",寶山水庫,新竹縣,寶山鄉,121.0424370,24.7483520,254292.28,2737905.73,20190613,中水,9.8m,採樣深度,"Sampling Depth",SDP,9.8,m
2104,寶山水庫四,"Pao-Shan Reservoir IV",寶山水庫,新竹縣,寶山鄉,121.0424370,24.7483520,254292.28,2737905.73,20190613,中水,9.8m,導電度,Conductivity,EC,256,μmho/cm25℃
2104,寶山水庫四,"Pao-Shan Reservoir IV",寶山水庫,新竹縣,寶山鄉,121.0424370,24.7483520,254292.28,2737905.73,20190613,中水,9.8m,濁度,Turbidity,TB,3.6,NTU
2104,寶山水庫四,"Pao-Shan Reservoir IV",寶山水庫,新竹縣,寶山鄉,121.0424370,24.7483520,254292.28,2737905.73,20190613,中水,9.8m,酸鹼值,pH,pH,8.44,
2104,寶山水庫四,"Pao-Shan Reservoir IV",寶山水庫,新竹縣,寶山鄉,121.0424370,24.7483520,254292.28,2737905.73,20190613,中水,9.8m,透明度,Transparency,SD,-,m
2104,寶山水庫四,"Pao-Shan Reservoir IV",寶山水庫,新竹縣,寶山鄉,121.0424370,24.7483520,254292.28,2737905.73,20190613,中水,9.8m,水溫,"Water Temperature",WT,24.8,℃
2104,寶山水庫四,"Pao-Shan Reservoir IV",寶山水庫,新竹縣,寶山鄉,121.0424370,24.7483520,254292.28,2737905.73,20190613,表水,0.5m,葉綠素a,Chlorophyl-A,Chl-A,1.7,μg/L
2104,寶山水庫四,"Pao-Shan Reservoir IV",寶山水庫,新竹縣,寶山鄉,121.0424370,24.7483520,254292.28,2737905.73,20190613,表水,0.5m,總磷,Total-Phosphate,TP,0.033,mg/L
2104,寶山水庫四,"Pao-Shan Reservoir IV",寶山水庫,新竹縣,寶山鄉,121.0424370,24.7483520,254292.28,2737905.73,20190613,表水,0.5m,溶氧飽和度,"Dissolved Oxygen Saturation",DOS,113.7,%
2104,寶山水庫四,"Pao-Shan Reservoir IV",寶山水庫,新竹縣,寶山鄉,121.0424370,24.7483520,254292.28,2737905.73,20190613,表水,0.5m,氨氮,NH3-N,NH3-N,0.03,mg/L
2104,寶山水庫四,"Pao-Shan Reservoir IV",寶山水庫,新竹縣,寶山鄉,121.0424370,24.7483520,254292.28,2737905.73,20190613,表水,0.5m,總有機碳,"Total Organic Carbon",TOC,1.42,mg/L
2104,寶山水庫四,"Pao-Shan Reservoir IV",寶山水庫,新竹縣,寶山鄉,121.0424370,24.7483520,254292.28,2737905.73,20190613,表水,0.5m,化學需氧量,"Chemical Oxygen Demand",COD,6.3,mg/L
2104,寶山水庫四,"Pao-Shan Reservoir IV",寶山水庫,新竹縣,寶山鄉,121.0424370,24.7483520,254292.28,2737905.73,20190613,表水,0.5m,溶氧(電極法),"Dissolved Oxygen",DO,9.0,mg/L
2104,寶山水庫四,"Pao-Shan Reservoir IV",寶山水庫,新竹縣,寶山鄉,121.0424370,24.7483520,254292.28,2737905.73,20190613,表水,0.5m,懸浮固體,"Suspended Solid",SS,3.3,mg/L
